ID,text,created_at,retweets (rt),favorites (fav),sum (rt+fav),norm rt,norm fav,score (norm sum),media,mention,hashtag,length,class4 (split 4),class2 (split 2),pred score,pred norm rt,pred norm fav,,pred sum1 (denormalised pred score),pred class4,correct class?,,,pred class2,correct class?,,pred rt,pred fav,pred sum2 (pred rt + pred fav),pred class4,correct class?,,pred class2,correct class?,,sum err sq,rt err sq,fav err sq,,,mse sum,mse rt,mse fav,,,
5800,"re megyn kelly quote: ""you could see there was blood coming out of her eyes blood coming out of her wherever"" (nose). just got on w/thought",08/08/2015 12:46,1573,3860,5433,0.009320653,0.008874808,0.009649857,0,0,0,139,U,U,7.27E-02,5.70E-02,7.19E-02,,36453.25137,LP,0,,,U,1,,9865.728,28466.9889,38332.7169,LP,0,,U,1,,3.98E-03,2.27E-03,3.97E-03,,,,,,,,
5801,the legendary @barbarajwalters interviews my family and me tonight at 10:00 on @abc2020 . don't miss it!,20/11/2015 21:17,1458,3974,5432,0.008639232,0.009166793,0.009647825,1,1,0,104,U,U,3.61E-02,7.94E-03,3.20E-02,,18459.21667,U,1,,,U,1,,1598.92176,12888.792,14487.71376,U,1,,U,1,,7.00E-04,4.89E-07,5.21E-04,,,,,,,,
5802,under our president isis is gaining great strength-,20/11/2015 16:08,1803,3624,5427,0.010683495,0.008270347,0.009637663,1,0,0,51,U,U,1.09E-01,4.16E-02,9.99E-02,,54108.11385,P,0,,,P,0,,7270.7664,39399.0569,46669.8233,P,0,,P,0,,9.87E-03,9.56E-04,8.40E-03,,,,,,,,
5803,pat buchanan gave a fantastic interview this morning on @cnn - way to go pat way ahead of your time!,09/01/2016 14:22,1368,4034,5402,0.008105946,0.009320469,0.009586853,0,1,0,100,U,U,2.47E-02,1.18E-02,3.22E-02,,12856.30603,U,1,,,U,1,,2249.3472,12966.8782,15216.2254,U,1,,U,1,,2.28E-04,1.36E-05,5.23E-04,,,,,,,,
5804,"john mccain called thousands of people ""crazies"" when they came to seek help on illegal immigration last week in phoenix. he owes apology!",19/07/2015 10:15,2205,3194,5399,0.013065505,0.007169,0.009580756,0,0,0,138,U,U,1.01E-01,6.00E-02,1.02E-01,,50214.4869,P,0,,,P,0,,10371.24,40218.962,50590.202,P,0,,P,0,,8.36E-03,2.20E-03,8.99E-03,,,,,,,,
5805,john kasich was managing director of lehman brothers when it crashed bringing down the world and ruining people's lives. a total failure!,20/11/2015 01:55,1679,3720,5399,0.009948745,0.00851623,0.009580756,0,0,0,137,U,U,1.19E-01,8.74E-02,1.17E-01,,59413.21275,P,0,,,P,0,,14988.2496,46075.427,61063.6766,P,0,,P,0,,1.20E-02,6.00E-03,1.18E-02,,,,,,,,
5806,wow i just had two very good iowa polls and a phenomenal just out national poll from @abc @washingtonpost - 38%. make america great again!,15/12/2015 14:29,1535,3861,5396,0.009095488,0.008877369,0.009574658,0,1,0,138,U,U,2.80E-02,1.39E-02,2.67E-02,,14480.33935,U,1,,,U,1,,2603.2056,10819.5077,13422.7133,U,1,,U,1,,3.39E-04,2.31E-05,3.18E-04,,,,,,,,
5807,happy birthday to my friend the great @jacknicklaus - a totally special guy!,21/01/2016 20:40,1051,4341,5392,0.006227595,0.010106779,0.009566529,0,1,0,76,U,U,3.52E-02,1.67E-02,2.95E-02,,18002.20796,U,1,,,U,1,,3075.0168,11912.7145,14987.7313,U,1,,U,1,,6.57E-04,1.10E-04,3.76E-04,,,,,,,,
5808,thank you!,13/01/2016 18:22,1454,3933,5387,0.00861553,0.00906178,0.009556367,1,0,1,10,U,U,7.05E-02,2.19E-02,7.59E-02,,35363.87223,LP,0,,,U,1,,3951.2376,30028.7129,33979.9505,LP,0,,U,1,,3.71E-03,1.76E-04,4.47E-03,,,,,,,,
5809,thank you to a #trump2016 supporter for this video of my campaign- over the past 6 months. video:,28/12/2015 22:45,1473,3912,5385,0.008728113,0.009007994,0.009552302,1,0,1,97,U,U,3.26E-02,2.09E-02,3.06E-02,,16744.12437,U,1,,,U,1,,3782.7336,12342.1886,16124.9222,U,1,,U,1,,5.31E-04,1.48E-04,4.66E-04,,,,,,,,
5810,"just read that ""trump"" has the largest (and i add most enthusiastic) crowds. tonight i will be in new hampshire - the place will be packed!",30/09/2015 11:51,2078,3304,5382,0.01231298,0.00745074,0.009546205,0,0,0,139,U,U,1.07E-01,7.27E-02,1.01E-01,,53356.36725,P,0,,,P,0,,12511.2408,39828.531,52339.7718,P,0,,P,0,,9.50E-03,3.65E-03,8.75E-03,,,,,,,,
5811,wow a really nice lead in new hampshire--- an increase since my last poll! http://t.co/cr0ood5loi,24/09/2015 21:51,1753,3621,5374,0.010387225,0.008262664,0.009529945,0,0,0,97,U,U,2.07E-01,9.46E-02,2.34E-01,,102619.0027,VP,0,,,P,0,,16201.4784,91755.854,107957.3324,VP,0,,P,0,,3.90E-02,7.09E-03,5.10E-02,,,,,,,,
5812,.@ap and @huffingtonpost should change their fraudulent story to say that i dropped @nbc the apprentice to run for president!,13/08/2015 20:55,1817,3551,5368,0.01076645,0.008083375,0.009517751,0,1,0,125,U,U,3.11E-02,1.49E-02,3.11E-02,,16003.83002,U,1,,,U,1,,2771.7096,12537.4041,15309.1137,U,1,,U,1,,4.66E-04,1.71E-05,5.30E-04,,,,,,,,
5813,.@megynkelly is very bad at math. she was totally unable to figure out the difference between me and cruz in the new monmouth poll 41to14.,15/12/2015 15:34,1440,3925,5365,0.008532575,0.00904129,0.009511654,0,1,0,138,U,U,1.70E-02,1.05E-02,1.73E-02,,9055.346468,U,1,,,U,1,,2030.292,7149.4563,9179.7483,U,1,,U,1,,5.61E-05,3.87E-06,6.82E-05,,,,,,,,
5814,the great barbara walters interviews melania trump and me on a special friday night at 10:00 on abc.?,17/11/2015 23:01,1546,3818,5364,0.009160667,0.008767234,0.009509621,1,0,0,101,U,U,1.19E-01,6.56E-02,1.19E-01,,58996.71584,P,0,,,P,0,,11314.8624,46856.289,58171.1514,P,0,,P,0,,1.20E-02,3.19E-03,1.22E-02,,,,,,,,
5815,thank you! #trump2016,03/12/2015 18:56,1617,3746,5363,0.009581371,0.008582823,0.009507589,1,0,1,21,U,U,4.21E-02,2.71E-02,3.96E-02,,21399.1429,U,1,,,U,1,,4827.4584,15856.0676,20683.526,U,1,,U,1,,1.06E-03,3.07E-04,9.62E-04,,,,,,,,
5816,.@frankluntz is a low class slob who came to my office looking for consulting work and i had zero interest. now he picks anti-trump panels!,07/08/2015 07:28,2041,3312,5353,0.01209374,0.007471231,0.009487265,0,1,0,139,U,U,1.60E-01,1.09E-01,1.60E-01,,79304.43571,P,0,,,P,0,,18627.936,62863.96,81491.896,P,0,,P,0,,2.27E-02,9.39E-03,2.33E-02,,,,,,,,
5817,join me tomorrow in plymouth new hampshire! #fitn #nhprimary,06/02/2016 17:37,1390,3963,5353,0.008236305,0.009138619,0.009487265,1,0,1,60,U,U,4.47E-02,2.88E-02,4.22E-02,,22699.52908,U,1,,,U,1,,5113.9152,16871.1882,21985.1034,U,1,,U,1,,1.24E-03,4.23E-04,1.09E-03,,,,,,,,
5818,wow huffington post just stated that i am number 1 in the polls of republican candidates. thank you but the work has just begun!,03/07/2015 11:22,1797,3552,5349,0.010647942,0.008085936,0.009479135,0,0,0,128,U,U,6.35E-02,3.35E-02,6.44E-02,,31907.06224,LP,0,,,U,1,,5905.884,25538.7564,31444.6404,LP,0,,U,1,,2.92E-03,5.22E-04,3.17E-03,,,,,,,,
5819,we need a great leader- now!,30/11/2015 18:26,1563,3784,5347,0.009261399,0.008680151,0.009475071,1,0,0,28,U,U,1.10E-01,5.03E-02,1.11E-01,,54662.51071,P,0,,,P,0,,8736.7512,43732.841,52469.5922,P,0,,P,0,,1.01E-02,1.68E-03,1.05E-02,,,,,,,,
5820,listening to @rushlimbaugh on way back to jury duty. fantastic show terrific guy!,17/08/2015 18:13,1535,3796,5331,0.009095488,0.008710886,0.009442552,0,1,0,81,U,U,5.82E-02,1.68E-02,5.56E-02,,29306.10659,LP,0,,,U,1,,3091.8672,22102.9636,25194.8308,LP,0,,U,1,,2.38E-03,5.94E-05,2.20E-03,,,,,,,,
5821,.@peggynoonannyc interesting article but i will beat hillary easily. people that have given up on the system will come out to vote for me!,13/12/2015 12:38,1363,3965,5328,0.008076319,0.009143741,0.009436455,0,1,0,138,U,U,4.92E-02,2.63E-02,4.95E-02,,24876.85216,LP,0,,,U,1,,4692.6552,19721.3345,24413.9897,U,1,,U,1,,1.58E-03,3.32E-04,1.63E-03,,,,,,,,
5822,i had a great time in texas yesterday. a tremendous crowd of wonderful and enthusiastic people. will be back soon!,15/11/2015 20:46,1240,4073,5313,0.007347495,0.009420359,0.009405969,0,0,0,114,U,U,1.12E-01,6.97E-02,1.22E-01,,55661.91414,P,0,,,P,0,,12005.7288,48027.582,60033.3108,P,0,,P,0,,1.05E-02,3.89E-03,1.27E-02,,,,,,,,
5823,look forward to being in dc tomorrow?big crowd expected for our protest against the truly stupid nuclear deal we are making with iran.,08/09/2015 15:22,1798,3510,5308,0.010653868,0.007978362,0.009395807,0,0,0,134,U,U,1.32E-01,8.04E-02,1.33E-01,,65608.48608,P,0,,,P,0,,13808.7216,52322.323,66131.0446,P,0,,P,0,,1.50E-02,4.86E-03,1.56E-02,,,,,,,,
5824,will be on @abc news tonight at 6:30. interviewed by the legendary @barbarajwalters! enjoy,08/12/2015 23:14,1152,4155,5307,0.00682606,0.009630383,0.009393774,0,1,0,90,U,U,7.03E-02,3.60E-02,6.81E-02,,35279.91959,LP,0,,,U,1,,6327.144,26983.3511,33310.4951,LP,0,,U,1,,3.71E-03,8.51E-04,3.42E-03,,,,,,,,
5825,#makeamericagreatagain #trump2016unifying the nationvideo:,21/01/2016 13:52,1607,3673,5280,0.009522117,0.00839585,0.009338899,1,0,1,58,U,U,3.65E-02,2.18E-02,3.36E-02,,18646.89213,U,1,,,U,1,,3934.3872,13513.4816,17447.8688,U,1,,U,1,,7.38E-04,1.51E-04,6.35E-04,,,,,,,,
5826,thank you america! #makeamericagreatagain #trump2016,22/12/2015 19:06,1573,3705,5278,0.009320653,0.00847781,0.009334835,1,0,1,52,U,U,3.71E-02,1.59E-02,3.05E-02,,18963.52092,U,1,,,U,1,,2940.2136,12303.1455,15243.3591,U,1,,U,1,,7.71E-04,4.33E-05,4.85E-04,,,,,,,,
5827,a wonderful afternoon in iowa! great people! heading now to florida - tomorrow south carolina! #makeamericagreatagain #trump2016,20/11/2015 02:54,1196,4076,5272,0.007086777,0.009428042,0.00932264,0,0,1,128,U,U,5.25E-02,2.45E-02,4.78E-02,,26506.53095,LP,0,,,U,1,,4389.348,19057.6018,23446.9498,U,1,,U,1,,1.86E-03,3.03E-04,1.47E-03,,,,,,,,
5828,i am in iowa. will be interviewed on this week with @gstephanopoulos this morning. enjoy!,31/01/2016 14:44,1036,4235,5271,0.006138714,0.009835285,0.009320608,0,1,0,89,U,U,2.85E-02,2.17E-02,2.58E-02,,14713.52047,U,1,,,U,1,,3917.5368,10468.1198,14385.6566,U,1,,U,1,,3.68E-04,2.42E-04,2.55E-04,,,,,,,,
5829,i can't believe that president obama isn't able or willing to make just one phone call to the family of kate steinle.come on pres-make call!,14/07/2015 14:06,1877,3389,5266,0.011121974,0.007668448,0.009310446,0,0,0,140,U,U,2.00E-01,1.26E-01,2.02E-01,,98931.72161,VP,0,,,P,0,,21492.504,79262.062,100754.566,VP,0,,P,0,,3.64E-02,1.32E-02,3.78E-02,,,,,,,,
5830,"via politico: ""trump extends lead in new hampshire poll""",18/11/2015 19:23,1544,3715,5259,0.009148816,0.008503423,0.009296219,1,0,0,56,U,U,1.14E-01,6.77E-02,1.15E-01,,56857.20096,P,0,,,P,0,,11668.7208,45294.565,56963.2858,P,0,,P,0,,1.10E-02,3.43E-03,1.13E-02,,,,,,,,
5831,going to new hampshire in a little while. big crowds! #makeamericagreatagain!,17/09/2015 17:28,1569,3689,5258,0.009296951,0.00843683,0.009294187,0,0,1,77,U,U,6.50E-02,3.44E-02,6.60E-02,,32689.78199,LP,0,,,U,1,,6057.5376,26163.446,32220.9836,LP,0,,U,1,,3.10E-03,6.30E-04,3.31E-03,,,,,,,,
5832,"bush and rubio are finally attacking each other as i knew they would in order to be the last ""establishment"" man standing against me.great",03/10/2015 11:16,1896,3358,5254,0.011234557,0.007589049,0.009286057,0,0,0,138,U,U,1.51E-01,9.28E-02,1.52E-01,,74888.6681,P,0,,,P,0,,15898.1712,59740.512,75638.6832,P,0,,P,0,,2.01E-02,6.65E-03,2.09E-02,,,,,,,,
5833,.@jebbush had a tiny 300 person crowd at senator tim scott's forum. i had thousands and they had real passion!,24/10/2015 20:43,1590,3663,5253,0.009421385,0.008370237,0.009284024,1,1,0,110,U,U,4.51E-02,2.30E-02,3.96E-02,,22896.99431,U,1,,,U,1,,4136.592,15856.0676,19992.6596,U,1,,U,1,,1.28E-03,1.84E-04,9.75E-04,,,,,,,,
5834,unbelievable crowd in dallas!,15/09/2015 02:03,1863,3389,5252,0.011039019,0.007668448,0.009281992,1,0,0,29,U,U,8.11E-02,4.51E-02,6.86E-02,,40573.95481,LP,0,,,U,1,,7860.5304,27178.5666,35039.097,LP,0,,U,1,,5.16E-03,1.16E-03,3.71E-03,,,,,,,,
5835,we better be vigilant careful and strong.,30/11/2015 15:40,1868,3382,5250,0.011068646,0.00765052,0.009277927,1,0,0,41,U,U,6.16E-02,4.33E-02,8.29E-02,,30999.55545,LP,0,,,U,1,,7557.2232,32761.7299,40318.9531,LP,0,,U,1,,2.74E-03,1.04E-03,5.66E-03,,,,,,,,
5836,new cbs poll.,13/01/2016 02:56,1267,3977,5244,0.007507481,0.009174476,0.009265733,1,0,1,13,U,U,1.52E-04,9.46E-05,7.78E-05,,759.9939079,U,1,,,U,1,,276.9404784,425.3755318,702.3160102,U,1,,U,1,,8.31E-05,5.50E-05,8.27E-05,,,,,,,,
5837,enough is enough- no more bushes!,10/08/2015 16:40,1696,3544,5240,0.010049477,0.008065446,0.009257603,1,0,0,33,U,U,1.78E-01,1.11E-01,1.79E-01,,88363.65961,P,0,,,P,0,,18964.944,70282.149,89247.093,P,0,,P,0,,2.85E-02,1.02E-02,2.92E-02,,,,,,,,
5838,heading to sioux county iowa where the crowd is amazing. dr. robert jeffress will make the introduction. make america great again!,23/01/2016 16:50,1133,4103,5236,0.006713477,0.009497197,0.009249474,0,0,0,130,U,U,2.24E-01,1.43E-01,2.27E-01,,110976.3105,VP,0,,,P,0,,24357.072,89022.837,113379.909,VP,0,,P,0,,4.61E-02,1.86E-02,4.73E-02,,,,,,,,
5839,i think it would be a good idea?and fair?to include @govchristie @mikehuckabeegop in the debate. both solid good guys. @foxbusiness,06/11/2015 14:48,1576,3654,5230,0.009338429,0.008347186,0.009237279,0,1,0,131,U,U,8.44E-03,3.63E-03,8.61E-03,,4836.684831,U,1,,,U,1,,872.66952,3756.61091,4629.28043,U,1,,U,1,,6.36E-07,3.26E-05,6.91E-08,,,,,,,,
5840,wow! what a great night. thank you to all of the viewers and congratulations to @stephenathome http://t.co/5rq2imphx6 @colbertlateshow,23/09/2015 16:22,1873,3346,5219,0.011098273,0.007558314,0.009214923,0,1,0,134,U,U,6.40E-02,3.26E-02,6.19E-02,,32176.93071,LP,0,,,U,1,,5754.2304,24562.6789,30316.9093,LP,0,,U,1,,3.00E-03,4.62E-04,2.95E-03,,,,,,,,
5841,i am especially grateful for the tremendous support i have received from the evangelicals in the just out iowa cnn poll. thank you!,07/12/2015 21:42,1243,3970,5213,0.007365271,0.009156548,0.009202728,0,0,0,131,U,U,1.10E-01,5.71E-02,1.08E-01,,54666.49554,P,0,,,P,0,,9882.5784,42561.548,52444.1264,P,0,,P,0,,1.02E-02,2.47E-03,9.77E-03,,,,,,,,
5842,i think everyone will like my new and very successful book crippled america. go get it and let me know what you think!,15/11/2015 03:57,1336,3877,5213,0.007916333,0.008918349,0.009202728,0,0,0,118,U,U,1.32E-01,8.03E-02,1.32E-01,,65482.29134,P,0,,,P,0,,13791.8712,51931.892,65723.7632,P,0,,P,0,,1.51E-02,5.24E-03,1.51E-02,,,,,,,,
5843,john kasich fell right into president obama?s trap on obamacare and the people of ohio are suffering for it. shame!,20/11/2015 01:06,1503,3708,5211,0.008905875,0.008485494,0.009198663,0,0,0,115,U,U,1.54E-01,6.47E-02,1.63E-01,,76670.59332,P,0,,,P,0,,11163.2088,64035.253,75198.4618,P,0,,P,0,,2.10E-02,3.11E-03,2.39E-02,,,,,,,,
5844,.@brithume i am in first place by a lot in all polls tied for first place with ben carson in one iowa poll. i thought you knew this-thanks,03/09/2015 02:04,1939,3269,5208,0.011489349,0.007361096,0.009192566,0,1,0,138,U,U,5.46E-02,1.96E-02,5.27E-02,,27559.70389,LP,0,,,U,1,,3563.6784,20970.7137,24534.3921,U,1,,U,1,,2.06E-03,6.58E-05,2.06E-03,,,,,,,,
5845,i agree! the headline says it all. #trump2016,16/11/2015 22:52,1575,3629,5204,0.009332504,0.008283154,0.009184437,1,0,1,45,U,U,5.49E-02,1.69E-02,5.40E-02,,27686.60065,LP,0,,,U,1,,3108.7176,21478.274,24586.9916,U,1,,U,1,,2.09E-03,5.73E-05,2.09E-03,,,,,,,,
5846,".@chucktodd said today on @meetthepress that ""attacking bill to get to hillary has never worked before."" wrong - attacked him in '08 won!",03/01/2016 18:13,1343,3861,5204,0.007957811,0.008877369,0.009184437,0,1,0,137,U,U,7.91E-02,4.64E-02,6.91E-02,,39606.15139,LP,0,,,U,1,,8079.5856,27373.7821,35453.3677,LP,0,,U,1,,4.89E-03,1.48E-03,3.63E-03,,,,,,,,
5847,just leaving nashville tennessee. had a great time with a fabulous crowd of people! love nashville -- back soon! http://t.co/cs8dod8wfm,03/10/2015 22:10,1665,3535,5200,0.00986579,0.008042394,0.009176307,0,0,0,135,U,U,1.10E-01,7.79E-02,9.44E-02,,55011.05294,P,0,,,P,0,,13387.4616,37251.6864,50639.148,P,0,,P,0,,1.02E-02,4.63E-03,7.46E-03,,,,,,,,
5848,#trump2016 #iacaucus,28/01/2016 04:04,1364,3830,5194,0.008082245,0.008797969,0.009164113,1,0,1,20,U,U,3.05E-02,3.06E-02,3.91E-02,,15707.31874,U,1,,,U,1,,5417.2224,15660.8521,21078.0745,U,1,,U,1,,4.55E-04,5.07E-04,9.18E-04,,,,,,,,
5849,#makeamericagreatagain,18/12/2015 20:24,1616,3574,5190,0.009575445,0.008142284,0.009155983,1,0,1,22,U,U,5.88E-02,2.40E-02,4.37E-02,,29632.68828,LP,0,,,U,1,,4305.096,17456.8347,21761.9307,U,1,,U,1,,2.46E-03,2.08E-04,1.26E-03,,,,,,,,
5850,"wow great post-debate poll: ""trump increases lead"" via breitbart http://t.co/b3yjk2lj8i",18/09/2015 17:56,1720,3468,5188,0.010191687,0.007870789,0.009151918,0,0,0,87,U,U,5.60E-02,5.88E-02,5.40E-02,,28229.84402,LP,0,,,U,1,,10169.0352,21478.274,31647.3092,LP,0,,U,1,,2.19E-03,2.36E-03,2.13E-03,,,,,,,,
5851,tom ridge is a failed 'bushy' pa governor. him his friend @karlrove shouldn't be allowed to do their bias commentary- nobody listens!,11/12/2015 21:49,1374,3813,5187,0.008141499,0.008754428,0.009149886,0,1,0,133,U,U,4.32E-02,2.21E-02,4.37E-02,,21920.68418,U,1,,,U,1,,3984.9384,17456.8347,21441.7731,U,1,,U,1,,1.16E-03,1.95E-04,1.22E-03,,,,,,,,
5852,.@governorperry is a terrific guy and i wish him well- i know he will have a great future!,11/09/2015 21:49,1896,3285,5181,0.011234557,0.007402076,0.009137691,0,1,0,90,U,U,7.53E-02,4.64E-02,8.81E-02,,37715.877,LP,0,,,U,1,,8079.5856,34791.9711,42871.5567,LP,0,,U,1,,4.38E-03,1.24E-03,6.51E-03,,,,,,,,
5853,for the great people of iowa find your #iacaucus location at so important to vote! #makeamericagreatagain,23/01/2016 20:15,1552,3624,5176,0.00919622,0.008270347,0.009127529,1,0,1,105,U,U,5.31E-02,3.44E-02,5.02E-02,,26829.95997,LP,0,,,U,1,,6057.5376,19994.6362,26052.1738,LP,0,,U,1,,1.93E-03,6.35E-04,1.76E-03,,,,,,,,
5854,just released @cnn poll gives me a big 13 point lead in iowa. change your false story failing @nytimes. thank you iowa!,08/12/2015 03:22,1401,3773,5174,0.008301484,0.008651977,0.009123465,0,1,0,119,U,U,4.41E-02,2.18E-02,3.58E-02,,22363.46922,U,1,,,U,1,,3934.3872,14372.4298,18306.817,U,1,,U,1,,1.22E-03,1.82E-04,7.37E-04,,,,,,,,
5855,i will be on @cbs @60minutes this sunday. a great honor-- hope you enjoy it.,25/09/2015 22:40,1690,3479,5169,0.010013925,0.007898963,0.009113302,0,1,0,76,U,U,4.53E-02,2.62E-02,4.59E-02,,22990.91452,U,1,,,U,1,,4675.8048,18315.7829,22991.5877,U,1,,U,1,,1.31E-03,2.62E-04,1.44E-03,,,,,,,,
5856,will be interviewed by @seanhannity tonight for the full hour. hope you enjoy it and more importantly hope you agree!,11/08/2015 17:29,1407,3753,5160,0.008337037,0.008600751,0.009095011,0,1,0,117,U,U,6.11E-02,3.11E-02,5.91E-02,,30758.51374,LP,0,,,U,1,,5501.4744,23469.4721,28970.9465,LP,0,,U,1,,2.70E-03,5.18E-04,2.55E-03,,,,,,,,
5857,both washington d.c. and dallas are turning out to be really big events. d.c. is protest of incompetent iran deal and dallas is big speech!,07/09/2015 19:35,1983,3177,5160,0.011750067,0.007125459,0.009095011,0,0,0,139,U,U,9.76E-02,2.69E-02,8.80E-02,,48721.3535,P,0,,,P,0,,4793.7576,34752.928,39546.6856,LP,0,,U,1,,7.83E-03,2.30E-04,6.54E-03,,,,,,,,
5858,will be interviewed on the @todayshow this morning at 7:00. talking about politics polls and whatever. enjoy!,26/08/2015 04:38,1402,3756,5158,0.00830741,0.008608435,0.009090946,0,1,0,109,U,U,4.56E-02,8.60E-03,4.92E-02,,23114.61829,U,1,,,U,1,,1710.1344,19604.2052,21314.3396,U,1,,U,1,,1.33E-03,8.56E-08,1.65E-03,,,,,,,,
5859,just left sioux center iowa. my speech was very well received. truly great people! packed house- overflow!,23/01/2016 20:14,1116,4041,5157,0.006612746,0.009338398,0.009088914,0,0,0,106,U,U,1.26E-01,5.74E-02,1.32E-01,,62541.18102,P,0,,,P,0,,9933.1296,51931.892,61865.0216,P,0,,P,0,,1.37E-02,2.58E-03,1.50E-02,,,,,,,,
5860,the veterans administration is in shambles and our veterans are suffering greatly. john mccain has done nothing to help them but talk.,19/07/2015 10:22,1950,3206,5156,0.011554528,0.007199736,0.009086881,0,0,0,134,U,U,8.74E-02,4.81E-02,7.29E-02,,43684.64939,P,0,,,P,0,,8366.0424,28857.4199,37223.4623,LP,0,,U,1,,6.13E-03,1.34E-03,4.32E-03,,,,,,,,
5861,my h-1b reform plan will transform program so it delivers for country not lobbyists will have bipartisan support: http://t.co/xday480qfv,18/08/2015 21:26,2217,2926,5143,0.01313661,0.00648258,0.00906046,0,0,0,136,U,U,8.48E-02,4.79E-02,8.28E-02,,42404.35415,LP,0,,,U,1,,8332.3416,32722.6868,41055.0284,LP,0,,U,1,,5.74E-03,1.21E-03,5.82E-03,,,,,,,,
5862,happy friday the 13th,13/11/2015 16:07,1717,3424,5141,0.01017391,0.007758093,0.009056395,1,0,0,21,U,U,2.56E-01,1.66E-01,2.56E-01,,126464.5158,VP,0,,,P,0,,28232.664,100345.336,128578,VP,0,,P,0,,6.10E-02,2.43E-02,6.16E-02,,,,,,,,
5863,#makeamericagreatagain #trump2016,04/11/2015 06:26,1622,3519,5141,0.009610998,0.008001414,0.009056395,1,0,1,33,U,U,2.62E-02,2.36E-02,3.86E-02,,13577.07308,U,1,,,U,1,,4237.6944,15465.6366,19703.331,U,1,,U,1,,2.94E-04,1.96E-04,9.36E-04,,,,,,,,
5864,rubio lied about my meeting w/ hispanic activists. i didn?t change my opinion but treated them w/ respect. shame!,05/11/2015 23:30,1820,3316,5136,0.010784227,0.007481476,0.009046233,1,0,0,113,U,U,1.49E-01,9.18E-02,1.35E-01,,73836.54911,P,0,,,P,0,,15729.6672,53103.185,68832.8522,P,0,,P,0,,1.96E-02,6.56E-03,1.63E-02,,,,,,,,
5865,i am interviewed on the @oreillyfactor tonight at 8:00. then at 10:00 i am interviewed by @donlemon on @cnn. enjoy!,09/12/2015 23:47,1237,3895,5132,0.007329719,0.008964452,0.009038104,0,1,0,115,U,U,7.33E-02,3.92E-02,7.40E-02,,36770.71048,LP,0,,,U,1,,6866.3568,29286.894,36153.2508,LP,0,,U,1,,4.13E-03,1.02E-03,4.23E-03,,,,,,,,
5866,don't forget to watch the tonight show with the wonderful @jimmyfallon at 11:30 p.m. you will not be disappointed! @nbc,12/01/2016 02:49,1112,4016,5128,0.006589044,0.009274366,0.009029974,0,1,0,119,U,U,2.91E-02,1.60E-02,2.95E-02,,14992.13027,U,1,,,U,1,,2957.064,11912.7145,14869.7785,U,1,,U,1,,4.03E-04,8.86E-05,4.09E-04,,,,,,,,
5867,.@sentedcruz ted--free legal advice on how to pre-empt the dems on citizen issue. go to court now seek declaratory judgment--you will win!,07/01/2016 16:14,1407,3716,5123,0.008337037,0.008505984,0.009019812,0,1,0,138,U,U,6.76E-02,3.45E-02,6.54E-02,,33925.29467,LP,0,,,U,1,,6074.388,25929.1874,32003.5754,LP,0,,U,1,,3.43E-03,6.85E-04,3.24E-03,,,,,,,,
5868,stuart stevens is a dumb guy who fails @ virtually everything he touches. romney campaignhis booketc. why does @andersoncooper put him on?,14/01/2016 05:45,1099,4021,5120,0.006512014,0.009287172,0.009013715,0,1,0,138,U,U,5.24E-02,2.65E-02,5.05E-02,,26447.88581,LP,0,,,U,1,,4726.356,20111.7655,24838.1215,U,1,,U,1,,1.88E-03,4.00E-04,1.70E-03,,,,,,,,
5869,thank you to the @washingtonpost for the accurate and very discriptive story on my speech in alabama last night. it was a great evening!,22/08/2015 20:18,1640,3472,5112,0.009717655,0.007881034,0.008997455,0,1,0,136,U,U,2.30E-02,1.02E-02,2.26E-02,,12001.45981,U,1,,,U,1,,1979.7408,9218.7406,11198.4814,U,1,,U,1,,1.96E-04,2.33E-07,2.17E-04,,,,,,,,
5870,.@peggynoonannyc an election between hillary and myself will be the biggest voter turnout in u.s. history. just like the debates 24 m vs 2m.,13/12/2015 12:44,1472,3639,5111,0.008722188,0.008308766,0.008995423,0,1,0,140,U,U,6.91E-02,3.24E-02,6.31E-02,,34695.5907,LP,0,,,U,1,,5720.5296,25031.1961,30751.7257,LP,0,,U,1,,3.61E-03,5.61E-04,3.00E-03,,,,,,,,
5871,marco rubio would keep barack obama?s executive order on amnesty intact. see article. cannot be president.,03/11/2015 15:47,2197,2913,5110,0.013018102,0.006449283,0.008993391,1,0,0,106,U,U,1.31E-01,6.47E-02,1.15E-01,,65293.67375,P,0,,,P,0,,11163.2088,45294.565,56457.7738,P,0,,P,0,,1.49E-02,2.67E-03,1.18E-02,,,,,,,,
5872,i'm with you! i will work hard and never let you down. make america great again!,26/07/2016 23:41,1762,3347,5109,0.010440553,0.007560875,0.008991358,1,0,0,80,U,U,5.69E-02,3.33E-02,5.74E-02,,28659.37502,LP,0,,,U,1,,5872.1832,22805.7394,28677.9226,LP,0,,U,1,,2.30E-03,5.23E-04,2.48E-03,,,,,,,,
5873,speech in dallas went really well. big and wonderful crowd. just arrived in l.a. big day tomorrow!,15/09/2015 04:56,1790,3317,5107,0.010606465,0.007484037,0.008987293,0,0,0,98,U,U,1.17E-01,6.85E-02,9.00E-02,,58209.33674,P,0,,,P,0,,11803.524,35533.79,47337.314,P,0,,P,0,,1.17E-02,3.35E-03,6.81E-03,,,,,,,,
